X,Y
65.32663316582914,259.3215352987578
65.82914572864321,240.4060548059298
66.33165829145727,247.98962458585427
66.83417085427135,260.1094252844245
67.33668341708542,253.28363268300384
67.83919597989949,239.0384431428286
68.34170854271356,232.26680476244132
68.84422110552764,246.23122062137438
69.3467336683417,242.36314316283824
69.84924623115577,234.3025258272756
70.35175879396985,253.46452635480424
70.85427135678391,255.2216770509451
71.35678391959799,271.7615187614268
71.85929648241205,251.960258758868
72.36180904522612,259.8866410253729
72.8643216080402,251.93811067721845
73.36683417085426,268.8321968194975
73.86934673366834,260.3618622391037
74.3718592964824,251.38966180091978
74.87437185929647,264.4883973612378
75.37688442211055,270.03588224198165
75.87939698492461,270.1909248289095
76.38190954773869,279.60469579817476
76.88442211055276,256.1727026112514
77.38693467336682,263.7333781199511
77.8894472361809,280.06621502649807
78.39195979899498,267.9231896173742
78.89447236180904,279.08812957872914
79.39698492462311,253.99350229975173
79.89949748743717,306.85795818544034
80.40201005025125,278.5088448351804
80.90452261306532,294.6531304390788
81.40703517587939,280.8521272718032
81.90954773869346,289.8756285033893
82.41206030150752,302.15537736797535
82.9145728643216,300.40177878504863
83.41708542713567,288.20670648455473
83.91959798994974,290.4062507159123
84.42211055276381,303.3019972601243
84.92462311557789,318.10631338958666
85.42713567839195,298.20423377916626
85.92964824120602,317.3595811290345
86.4321608040201,296.8823383078582
86.93467336683416,310.3236237356005
87.43718592964824,313.3231154114176
87.9396984924623,299.71949043885917
88.44221105527637,297.8558523728127
88.94472361809045,318.2880627397449
89.44723618090451,303.026139170283
89.94974874371859,300.9057471044017
90.45226130653265,304.51718890160697
90.95477386934672,307.5081882237861
91.4572864321608,322.9380303427392
91.95979899497486,321.0298237176865
92.46231155778894,324.5435171209457
92.96482412060301,323.10827047278985
93.46733668341707,314.4636084277848
93.96984924623115,328.88057629777614
94.47236180904522,335.2416236931887
94.97487437185929,330.76965527677095
95.47738693467336,330.9287198702786
95.97989949748742,320.2691534267555
96.4824120603015,331.5654069706493
96.98492462311557,322.75236057485967
97.48743718592964,332.22203297698286
97.98994974874371,317.567182853978
98.49246231155777,319.15180290475234
98.99497487437185,335.0744477236452
99.49748743718592,333.0080655932879
100.0,341.06787193474173
